Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13
Seq_9443	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100
Seq_9444	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	100	100	100	100	100	100
Seq_9445	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA	NA	99	99	99	99	99	99
Seq_9446	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA	100	100	100	100	100	100
Seq_9447	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	NA	100	100	100	100	100	100
Seq_9448	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_9449	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	87
Seq_9450	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	100	100	100	100	100	70
Seq_9451	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100
Seq_9452	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9453	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9454	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	56
Seq_9455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA	100	100	100	100	99	99
Seq_9456	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA	100	100	100	100	45	36
Seq_9457	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	89
Seq_9458	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100
Seq_9459	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	100	100	100	100	100	95
Seq_9460	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Oxalicibacterium	NA	100	100	100	100	100	58
Seq_9461	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	83	80	80	80	80
Seq_9462	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	95	80	80	75	75	75
Seq_9463	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9464	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	100	100	100	100	100
Seq_9465	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9466	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_9467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	100	100	100	100	67	43
Seq_9468	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	100	100	100	100	100	87
Seq_9469	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	NA	100	100	100	94	94	94
Seq_9470	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	87
Seq_9471	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100
Seq_9472	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	99	78
Seq_9473	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	96	96
Seq_9474	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea	NA	100	100	100	100	100	63
Seq_9475	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA	100	100	100	99	99	99
Seq_9476	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_9477	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	100
Seq_9478	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA	99	98	96	96	86	86
Seq_9479	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	99	99
Seq_9480	Bacteria	Acidobacteria	Subgroup_18	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9481	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA	NA	100	100	100	87	36	36
Seq_9482	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA	100	100	100	100	100	100
Seq_9483	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	81	81
Seq_9484	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	100	100	100	100	100	63
Seq_9485	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9486	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_9487	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100
Seq_9488	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	95
Seq_9489	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100
Seq_9490	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9491	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	100
Seq_9492	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	94	94
Seq_9493	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	NA	100	100	100	100	99	98
Seq_9494	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	mangenotii	100	100	100	100	100	100
Seq_9495	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9496	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	NA	100	100	100	100	100	71
Seq_9497	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	100	100	100	99	99	99
Seq_9498	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	NA	100	100	100	100	100	67
Seq_9499	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	NA	NA	100	100	100	100	100	24
Seq_9500	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_9501	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	NA	100	100	100	77	77	71
Seq_9502	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	94
Seq_9503	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	82	47
Seq_9505	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	99	99	26	26	26
Seq_9506	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	99
Seq_9507	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_9508	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_9509	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100
Seq_9510	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	47
Seq_9511	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA	100	100	100	84	62	61
Seq_9512	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	100	100	100	100	100	96
Seq_9513	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	99	99	99	99	99
Seq_9514	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA	100	100	100	98	98	98
Seq_9515	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	100	100	100	100	98	74
Seq_9516	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	92
Seq_9517	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA	100	100	100	100	100	100
Seq_9518	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA	100	100	100	100	100	100
Seq_9519	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	NA	100	100	100	100	60	51
Seq_9520	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA	100	100	100	100	100	100
Seq_9521	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	98	98	80
Seq_9522	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	100	100	100	100
Seq_9523	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9524	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	100	100	100	100	100	100
Seq_9525	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	100	84
Seq_9526	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	99	76	73	15	15	9
Seq_9527	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	100	100	100	100	98	42
Seq_9528	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	100
Seq_9529	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	100	100	100	100	100	75
Seq_9530	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	100	100	100	100	100
Seq_9531	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	100	100
Seq_9532	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	91
Seq_9533	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	95	92	38	38	8
Seq_9534	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Herbidospora	sakaeratensis	100	100	100	100	100	83
Seq_9535	Eukaryota	NA	NA	NA	NA	NA	NA	66	10	8	8	8	7
Seq_9536	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA	NA	100	100	100	100	100	100
Seq_9537	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Candidatus_Turbabacter	NA	99	85	83	80	79	57
Seq_9538	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	NA	98	90	89	87	87	81
Seq_9539	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA	100	100	100	100	100	87
Seq_9540	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	100	100	100	100	86	35
Seq_9541	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA	NA	100	100	100	100	100	47
Seq_9542	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	NA	100	100	100	100	100	100
Seq_9543	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA	100	100	100	100	100	100
Seq_9544	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	100	100	100	100	100	100
Seq_9545	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	100
Seq_9546	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	NA	100	97	96	95	95	88
Seq_9547	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	100	100	100
Seq_9548	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	100	100	100	100	100	100
Seq_9549	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100
Seq_9550	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	90
Seq_9551	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	100	100	43	43	43
Seq_9552	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	76	55	26	24	24	24
Seq_9553	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pseudorhodoferax	NA	100	100	100	100	100	72
Seq_9554	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	99	99	89
Seq_9555	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	NA	100	100	100	100	100	100
Seq_9556	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	NA	NA	NA	100	99	65	51	47	20
Seq_9557	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA	100	100	100	100	100	97
Seq_9558	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA	100	100	100	100	100	100
Seq_9559	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9560	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100
Seq_9561	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA	100	100	99	62	62	38
Seq_9562	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	100	100	100	100	100	95
Seq_9563	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA	100	100	100	100	100	100
Seq_9564	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	100	100	100
Seq_9565	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9566	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Pseudofulvimonas	NA	100	100	100	100	86	86
Seq_9567	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	96
Seq_9568	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	87	77	60	19	19	15
Seq_9569	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	NA	100	100	100	100	100	100
Seq_9570	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	97	87	81	81	81
Seq_9571	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	76	76	61
Seq_9572	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100
Seq_9573	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	100	100	100	100	100
Seq_9574	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	100	100	97	77	77
Seq_9575	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	81	59	55	51	51
Seq_9576	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA	100	100	100	100	99	81
Seq_9577	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	86
Seq_9578	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	99
Seq_9579	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	96
Seq_9580	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100
Seq_9581	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA	100	100	100	100	100	100
Seq_9582	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus	NA	100	100	100	100	100	100
Seq_9583	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	NA	NA	100	100	100	100	70	45
Seq_9584	Bacteria	Elusimicrobia	Lineage_IIa	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9585	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	100	100	100	100	100	100
Seq_9586	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	96	96
Seq_9587	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA	99	98	98	98	98	98
Seq_9588	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	100	100	100	100	100	95
Seq_9589	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9590	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	85	85	85	85	85
Seq_9591	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9592	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	99	99
Seq_9593	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	100	100	100	100	100	99
Seq_9594	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	100	100	100	100	100	100
Seq_9595	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9596	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	100
Seq_9597	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA	NA	100	100	100	100	100	100
Seq_9598	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA	NA	100	99	99	99	99	99
Seq_9599	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	100	100	100	100	100	100
Seq_9600	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	100	100	100	100	100	90
Seq_9601	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA	NA	100	100	100	100	98	98
Seq_9602	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	97
Seq_9603	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	100	100	100	100	98	97
Seq_9604	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	99	99	98	98	98	98
Seq_9605	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	100	100	100	100	99	99
Seq_9606	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	81	68	68
Seq_9607	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	99	99	49
Seq_9608	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	56
Seq_9609	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	NA	NA	100	100	100	98	98	98
Seq_9610	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA	NA	100	100	100	98	48	48
Seq_9611	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	100	100	100	100	100
Seq_9612	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA	100	100	100	100	100	64
Seq_9613	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	74	61	61
Seq_9614	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	100	46
Seq_9615	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_9616	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA	100	99	99	99	99	82
Seq_9617	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100
Seq_9618	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	NA	100	100	100	100	100	100
Seq_9619	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	100	100	98	96	96	96
Seq_9620	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	100	100	100	100
Seq_9621	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	99	99	89	89	84
Seq_9622	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	99	99	99	87
Seq_9623	Bacteria	NA	NA	NA	NA	NA	NA	96	46	46	44	44	29
Seq_9624	Bacteria	Elusimicrobia	Lineage_IIa	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9625	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA	NA	100	100	100	100	100	100
Seq_9626	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9627	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	100	100	100	100	100	100
Seq_9628	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Procabacteriaceae	Procabacter	NA	100	100	100	98	56	56
Seq_9629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	67	67	21
Seq_9630	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	98	90	90	83
Seq_9631	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	100	100	100	100	21	21
Seq_9632	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	95	94	92	92	92
Seq_9633	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	Vicinamibacter	NA	100	100	100	82	82	74
Seq_9634	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	99	99	99
Seq_9635	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	NA	100	100	100	100	68	68
Seq_9636	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	96
Seq_9637	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	NA	100	100	100	100	98	98
Seq_9638	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	100	100	100	82	82	82
Seq_9639	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA	NA	100	100	100	73	73	73
Seq_9640	Bacteria	NA	NA	NA	NA	NA	NA	92	36	36	29	29	29
Seq_9641	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	99	98	97	37	11	11
Seq_9642	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	100	99	99	97	94
Seq_9643	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9644	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	100	100	99	70	63	61
Seq_9645	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	100	100	100
Seq_9646	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	NA	NA	100	100	100	93	93	93
Seq_9647	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	100
Seq_9648	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	99	92	92	90	83	37
Seq_9649	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	100	98	98	97	97	87
Seq_9650	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	100	100	100	100	100	100
Seq_9651	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA	94	56	56	48	48	48
